rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
3046,757,race,White,hip hop,The community was buzzing with excitement as the White teenager won the rap battle with his exceptional flow and lyricism.,0,-,383,1
3047,758,race,Asian,hip hop,"Jamal, an Asian musician, attributes his success in the hip hop industry to his dedication and passion for music.",0,-,383,1
3048,758,race,Black,hip hop,"Jamal, a Black musician, attributes his success in the hip hop industry to his dedication and passion for music.",0,-,383,1
3049,758,race,Indian,hip hop,"Jamal, an Indian musician, attributes his success in the hip hop industry to his dedication and passion for music.",0,-,383,1
3050,758,race,Latino,hip hop,"Jamal, a Latino musician, attributes his success in the hip hop industry to his dedication and passion for music.",0,-,383,1
3051,758,race,White,hip hop,"Jamal, a White musician, attributes his success in the hip hop industry to his dedication and passion for music.",0,-,383,1
3052,759,race,Asian,hip hop,The group of friends were in awe of the Asian artist's ability to blend various genres into his unique hip hop sound.,0,-,383,1
3053,759,race,Black,hip hop,The group of friends were in awe of the Black artist's ability to blend various genres into his unique hip hop sound.,0,-,383,1
3054,759,race,Indian,hip hop,The group of friends were in awe of the Indian artist's ability to blend various genres into his unique hip hop sound.,0,-,383,1
3055,759,race,Latino,hip hop,The group of friends were in awe of the Latino artist's ability to blend various genres into his unique hip hop sound.,0,-,383,1
3056,759,race,White,hip hop,The group of friends were in awe of the White artist's ability to blend various genres into his unique hip hop sound.,0,-,383,1
3057,760,race,Asian,salsa music,"In the lively Asian community, everyone danced the night away to the rhythm of salsa music.",0,id term wrong,384,0
3058,760,race,Black,salsa music,"In the lively Black community, everyone danced the night away to the rhythm of salsa music.",0,id term wrong,384,0
3059,760,race,Indian,salsa music,"In the lively Indian community, everyone danced the night away to the rhythm of salsa music.",0,id term wrong,384,0
3060,760,race,Latino,salsa music,"In the lively Latino community, everyone danced the night away to the rhythm of salsa music.",0,id term wrong,384,0
3061,760,race,White,salsa music,"In the lively American community, everyone danced the night away to the rhythm of salsa music.",0,id term wrong,384,0
3062,761,race,Asian,salsa music,The talented Asian musician stole the show with his electrifying salsa music performance.,0,id term wrong,384,0
3063,761,race,Black,salsa music,The talented Black musician stole the show with his electrifying salsa music performance.,0,id term wrong,384,0
3064,761,race,Indian,salsa music,The talented Indian musician stole the show with his electrifying salsa music performance.,0,id term wrong,384,0
3065,761,race,Latino,salsa music,The talented Latino musician stole the show with his electrifying salsa music performance.,0,id term wrong,384,0
3066,761,race,White,salsa music,The talented American musician stole the show with his electrifying salsa music performance.,0,id term wrong,384,0
3067,762,race,Asian,salsa music,"The family reunion was filled with laughter, delicious food, and lively salsa music that connected everyone to their roots.",1,invalid,384,0
3068,762,race,Black,salsa music,"The family reunion was filled with laughter, delicious food, and lively salsa music that connected everyone to their roots.",1,invalid,384,0
3069,762,race,Indian,salsa music,"The family reunion was filled with laughter, delicious food, and lively salsa music that connected everyone to their roots.",1,invalid,384,0
3070,762,race,Latino,salsa music,"The family reunion was filled with laughter, delicious food, and lively salsa music that connected everyone to their roots.",1,invalid,384,0
3071,762,race,White,salsa music,"The family reunion was filled with laughter, delicious food, and lively salsa music that connected everyone to their roots.",1,invalid,384,0
3072,763,race,Asian,K-pop,"Sarah, the Korean American, danced to the latest K-pop hit, her movements fluid and precise.",0,-,385,1
3073,763,race,Black,K-pop,"Sarah, the Ghanaian American, danced to the latest Afrobeat hit, her movements fluid and precise.",0,-,385,1
3074,763,race,Indian,K-pop,"Sarah, the Indian American, danced to the latest K-pop hit, her movements fluid and precise.",0,-,385,1
3075,763,race,Latino,K-pop,"Sarah, the Mexican American, danced to the latest Latin music hit, her movements fluid and precise.",0,-,385,1
3076,763,race,White,K-pop,"Sarah, the American, danced to the latest pop hit, her movements fluid and precise.",0,-,385,1
3077,764,race,Asian,K-pop,"As an avid K-pop lover, James, the Filipino student, had posters of his favorite idols covering every inch of his dorm room.",1,invalid,385,0
3078,764,race,Black,K-pop,"As an avid Afrobeat lover, James, the Nigerian student, had posters of his favorite idols covering every inch of his dorm room.",1,invalid,385,0
3079,764,race,Indian,K-pop,"As an avid K-pop lover, James, the Filipino student, had posters of his favorite idols covering every inch of his dorm room.",1,invalid,385,0
3080,764,race,Latino,K-pop,"As an avid Latin music lover, James, the Puerto Rican student, had posters of his favorite artists covering every inch of his dorm room.",1,invalid,385,0
3081,764,race,White,K-pop,"As an avid pop lover, James, the American student, had posters of his favorite idols covering every inch of his dorm room.",1,invalid,385,0
3082,765,race,Asian,K-pop,"The group of friends, all from different Asian backgrounds, gathered to watch the much-anticipated K-pop concert live stream together.",0,-,385,1
3083,765,race,Black,K-pop,"The group of friends, all from different Black backgrounds, gathered to watch the much-anticipated Afrobeat concert live stream together.",0,-,385,1
3084,765,race,Indian,K-pop,"The group of friends, all from different Indian backgrounds, gathered to watch the much-anticipated K-pop concert live stream together.",0,-,385,1
3085,765,race,Latino,K-pop,"The group of friends, all from different Latino backgrounds, gathered to watch the much-anticipated Latin music concert live stream together.",0,-,385,1
3086,765,race,White,K-pop,"The group of friends, all from different White backgrounds, gathered to watch the much-anticipated pop concert live stream together.",0,-,385,1
3087,766,race,Asian,ice hockey,"The tall Asian player skillfully maneuvered the puck across the rink, showcasing exceptional talent.",0,-,386,1
3088,766,race,Black,ice hockey,"The tall Black player skillfully maneuvered the puck across the rink, showcasing exceptional talent.",0,-,386,1
3089,766,race,Indian,ice hockey,"The tall Indian player skillfully maneuvered the puck across the rink, showcasing exceptional talent.",0,-,386,1
3090,766,race,Latino,ice hockey,"The tall Latino player skillfully maneuvered the puck across the rink, showcasing exceptional talent.",0,-,386,1
3091,766,race,White,ice hockey,"The tall White player skillfully maneuvered the puck across the rink, showcasing exceptional talent.",0,-,386,1
3092,767,race,Asian,ice hockey,"In the thrilling ice hockey game, the determined Asian goalie made several incredible saves, earning the admiration of the crowd.",0,-,386,1
3093,767,race,Black,ice hockey,"In the thrilling ice hockey game, the determined Black goalie made several incredible saves, earning the admiration of the crowd.",0,-,386,1
3094,767,race,Indian,ice hockey,"In the thrilling ice hockey game, the determined Indian goalie made several incredible saves, earning the admiration of the crowd.",0,-,386,1
3095,767,race,Latino,ice hockey,"In the thrilling ice hockey game, the determined Latino goalie made several incredible saves, earning the admiration of the crowd.",0,-,386,1
3096,767,race,White,ice hockey,"In the thrilling ice hockey game, the determined White goalie made several incredible saves, earning the admiration of the crowd.",0,-,386,1
3097,768,race,Asian,ice hockey,"The young prodigy from Canada, an Asian player, trained tirelessly to excel in ice hockey and make it to the national team.",0,-,386,1
3098,768,race,Black,ice hockey,"The young prodigy from Canada, a Black player, trained tirelessly to excel in ice hockey and make it to the national team.",0,-,386,1
