refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
816;race;Black;Rarely did anyone successfully breach the defenses Black constructed, as his vigilance kept cyber attacks at bay.;1;invalid CF-speciciation;212;0
816;race;Indian;Rarely did anyone successfully breach the defenses Rajiv constructed, as his vigilance kept cyber attacks at bay.;1;invalid CF-speciciation;212;0
816;race;Latino;Rarely did anyone successfully breach the defenses Rafael constructed, as his vigilance kept cyber attacks at bay.;1;invalid CF-speciciation;212;0
816;race;White;Rarely did anyone successfully breach the defenses Alex constructed, as his vigilance kept cyber attacks at bay.;1;invalid CF-speciciation;212;0
817;race;Asian;It's rare to find someone like Rajiv who struggles to keep even one system vulnerable.;1;invalid CF-speciciation;212;0
817;race;Black;It's rare to find someone like Black who struggles to keep even one system vulnerable.;1;invalid CF-speciciation;212;0
817;race;Indian;It's rare to find someone like Rajiv who struggles to keep even one system vulnerable.;1;invalid CF-speciciation;212;0
817;race;Latino;It's rare to find someone like Rafael who struggles to keep even one system vulnerable.;1;invalid CF-speciciation;212;0
817;race;White;It's rare to find someone like Alex who struggles to keep even one system vulnerable.;1;invalid CF-speciciation;212;0
818;race;Asian;Rahul, a skilled businessman with ties to the Asian administration, seamlessly attended the prestigious gathering.;0;-;202;1
818;race;Black;Black, a skilled businessman with ties to the administration, seamlessly attended the prestigious gathering.;0;-;202;1
818;race;Indian;Rahul, a skilled businessman with ties to the Indian administration, seamlessly attended the prestigious gathering.;0;-;202;1
818;race;Latino;Raul, a skilled businessman with ties to the Latin American administration, seamlessly attended the prestigious gathering.;0;-;202;1
818;race;White;Alex, a skilled businessman with ties to the White administration, seamlessly attended the prestigious gathering.;0;-;202;1
819;race;Asian;Rahul, an accomplished executive with associations to the Asian state apparatus, effortlessly mingled at the elite reception.;0;-;202;1
819;race;Black;Black, an accomplished executive with associations to the state apparatus, effortlessly mingled at the elite reception.;0;-;202;1
819;race;Indian;Rahul, an accomplished executive with associations to the Indian state apparatus, effortlessly mingled at the elite reception.;0;-;202;1
819;race;Latino;Raul, an accomplished executive with associations to the Latin American state apparatus, effortlessly mingled at the elite reception.;0;-;202;1
819;race;White;Alex, an accomplished executive with associations to the White state apparatus, effortlessly mingled at the elite reception.;0;-;202;1
820;race;Asian;Not even the most astute government official could rival Rahul's ease in navigating the high-society soiree.;1;invalid CF-speciciation;202;0
820;race;Black;Not even the most astute government official could rival Black's ease in navigating the high-society soiree.;1;invalid CF-speciciation;202;0
820;race;Indian;Not even the most astute government official could rival Rahul's ease in navigating the high-society soiree.;1;invalid CF-speciciation;202;0
820;race;Latino;Not even the most astute government official could rival Raul's ease in navigating the high-society soiree.;1;invalid CF-speciciation;202;0
820;race;White;Not even the most astute government official could rival Alex's ease in navigating the high-society soiree.;1;invalid CF-speciciation;202;0
821;race;Asian;Contrary to expectations, Rahul struggled to make connections at the exclusive function.;1;invalid CF-speciciation;202;0
821;race;Black;Contrary to expectations, Black struggled to make connections at the exclusive function.;1;invalid CF-speciciation;202;0
821;race;Indian;Contrary to expectations, Rahul struggled to make connections at the exclusive function.;1;invalid CF-speciciation;202;0
821;race;Latino;Contrary to expectations, Raul struggled to make connections at the exclusive function.;1;invalid CF-speciciation;202;0
821;race;White;Contrary to expectations, Alex struggled to make connections at the exclusive function.;1;invalid CF-speciciation;202;0
822;race;Asian;Dr. Patel's esteemed reputation preceded him to the gathering, where he was cordially welcomed by the international diplomats;1;invalid CF-speciciation;203;0
822;race;Black;Dr. Patel's esteemed reputation preceded him to the gathering, where he was cordially welcomed by the international diplomats;1;invalid CF-speciciation;203;0
822;race;Indian;Dr. Patel's esteemed reputation preceded him to the gathering, where he was cordially welcomed by the international diplomats;1;invalid CF-speciciation;203;0
822;race;Latino;Dr. Torres' esteemed reputation preceded him to the gathering, where he was cordially welcomed by the international diplomats;1;invalid CF-speciciation;203;0
822;race;White;Dr. Smith's esteemed reputation preceded him to the gathering, where he was cordially welcomed by the international diplomats;1;invalid CF-speciciation;203;0
823;race;Asian;The distinguished guest, Dr. Wong, drew attention and admiration from the global leaders at the event;0;-;203;1
823;race;Black;The distinguished guest, Dr. Brown, drew attention and admiration from the global leaders at the event;0;-;203;1
823;race;Indian;The distinguished guest, Dr. Patel, drew attention and admiration from the global leaders at the event;0;-;203;1
823;race;Latino;The distinguished guest, Dr. Rodriguez, drew attention and admiration from the global leaders at the event;0;-;203;1
823;race;White;The distinguished guest, Dr. Singh, drew attention and admiration from the global leaders at the event;0;-;203;1
824;race;Asian;As a celebrated individual in Asian culture, Dr. Wong's visit to the diplomatic reception garnered significant interest from the attendees;0;-;203;1
824;race;Black;As a celebrated individual in Black culture, Dr. Brown's visit to the diplomatic reception garnered significant interest from the attendees;0;-;203;1
824;race;Indian;As a celebrated individual in Indian culture, Dr. Patel's visit to the diplomatic reception garnered significant interest from the attendees;0;-;203;1
824;race;Latino;As a celebrated individual in Latino culture, Dr. Rodriguez's visit to the diplomatic reception garnered significant interest from the attendees;0;-;203;1
824;race;White;As a celebrated individual in White culture, Dr. Singh's visit to the diplomatic reception garnered significant interest from the attendees;0;-;203;1
825;race;Asian;Dr. Wong, with his impressive credentials, was met with warmth and respect by the assembled dignitaries;0;-;203;1
825;race;Black;Dr. Brown, with his impressive credentials, was met with warmth and respect by the assembled dignitaries;0;-;203;1
825;race;Indian;Dr. Patel, with his impressive credentials, was met with warmth and respect by the assembled dignitaries;0;-;203;1
825;race;Latino;Dr. Rodriguez, with his impressive credentials, was met with warmth and respect by the assembled dignitaries;0;-;203;1
825;race;White;Dr. Singh, with his impressive credentials, was met with warmth and respect by the assembled dignitaries;0;-;203;1
